"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.72245751611405e-07,30,112,3.36608127264136,"SRP-dependent cotranslational protein targeting to membrane "," http://amigo.geneontology.org/amigo/term/GO:0006614"," RPS20  RPL31  RPS19  SEC61B  RPL24  RPS10  RPL23  RPL36  RPL27  RPL35  RPS6  RPLP1  RPS24  SRP14  RPS8  RPL32  RPL37  FAU  RPL8  RPL26  RPL29  RPL27A  RPL38  RPS27  RPL35A  RPL12  RPS4X  RPL10A  RPL39  RPL36A"
3.81563372867933e-07,209,1769,1.48470379555284,"Response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009719"," CFLAR  POLR2J  IGF1  SNAI2  RRAGD  VIM  TIMP2  DTNBP1  LMO3  DKK3  ATP2B4  ME1  CBFB  FGFR3  MAOB  SREBF1  RAP1GAP  ADCY2  EDN1  OXCT1  RRAGB  GSTP1  RAB10  FKBP1A  LTBP4  GLG1  OSBPL8  COMT  PALM  MAPK1  TIMP3  PNPLA3  SLC8A3  TRIB3  GLRA2  RBBP7  TIMP1  CORO1A  MAPK3  CTSH  RIPK2  PDCD5  ITGB8  PTN  CAV2  GLI3  KANK1  PBLD  RGS9  PPP1R9B  FOLR1  CD81  ARPC3  RAB35  GHR  HMGCS1  SPARC  BCHE  HES1  ACVR2B  IGFBP5  STXBP3  KDM5B  ARID1A  CCN2  NR4A3  TEK  SMAD9  APAF1  CAT  FABP3  ACVR2A  TRIM24  DDX54  USP9X  IL1B  RPL23  THRA  RASL11B  PPAT  YWHAH  ARPP19  CD68  CDO1  ASH2L  APOE  RPL27  PIAS3  RAMP1  PTPRA  GSTM3  ECHDC3  PDGFRA  COL4A2  RGS8  EDNRB  CPEB2  TLR2  SULF1  YAP1  FGF2  HADH  SSTR1  NTRK3  ERBB2  CAPN10  PARP1  IL17RD  TMEM108  SNCA  SFRP2  PDGFC  CRHBP  HTR2C  HTR7  HNMT  PDCD4  FOXO1  ZFP36L2  GJA1  HHEX  NR4A2  PID1  CACNA2D1  IMPACT  KLF10  ATP6V1C1  SST  MMP14  PRMT2  SHC1  ALPL  WNT4  GABRB1  HEYL  PRKCD  HPGD  ABCA1  CYBB  FOLR2  SPRED1  RAB8B  GABRB3  STXBP4  TMEM100  MAPK7  HSP90B1  SMAD3  TRIM68  POLR2G  NPNT  GRM5  ADRB2  NR0B1  P2RY12  WNT10B  SMAD1  APLN  PTGER4  P2RY6  PRNP  PDE3A  WFIKKN2  JUP  RGMB  FGFBP3  SMAD2  BAIAP2  BDNF  SOX11  JUN  POLR2L  AP3S1  HTR1A  TMEM107  SSTR2  OXTR  LDOC1  ANXA2  SLIT3  CIB1  ZFP36L1  RXRA  GNG2  PDE2A  GCNT1  COL4A1  WNT7B  GTF2F2  HMGB1  RYR1  CACNA1H  SULF2  HRH1  SLC30A10  BLM  SLC2A10  ENPP1  DDRGK1  NCOA6  RYR3  APRT  LGR4  TRIM71  GSTM2  ANG  PEG10  LYN  CD24"
3.81563372867933e-07,100,686,1.83188096470278,"Neuron projection morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048812"," PLXND1  PAX6  CDKL5  MYO16  DTNBP1  NEDD4L  CDC42  CRMP1  SEMA3C  RAP1GAP  OPHN1  CHRNA3  ULK2  RAB10  ARHGAP4  EFNB1  EFNA2  MAPK1  DOK5  LAMA1  MAPK3  SYT17  NUMBL  PTN  PTPRZ1  GLI3  EFNB3  RASAL1  DBN1  RPL24  DOK1  STK25  TNR  DOCK7  STMN1  NRP2  CXCR4  USP9X  CPNE5  DOK4  YWHAH  RAC2  SMO  APOE  PLXNA3  PTPRA  ATP8A2  SEMA4F  PLXNC1  ABI1  NIBAN2  KIAA0319  PPFIA2  CDH11  MINK1  ERBB2  TMEM108  EPHA5  DYNLT1  VLDLR  NFIB  NCAM1  GPM6A  ANK3  DPYSL4  GJA1  FARP1  NR4A2  SEMA3D  IMPACT  TNIK  CHODL  MOV10  DPYSL5  SHC1  SHANK1  SHANK2  PDLIM5  TTC8  MAPK7  SEMA6B  NLGN1  ROBO1  ALCAM  CDH2  NPTX1  RAPH1  BAIAP2  BDNF  CSF1R  TSKU  SLIT3  PTCH1  SLIT1  WNT7B  RELN  SEMA4A  DMD  TCTN1  DOK6"
3.81563372867933e-07,102,704,1.82074396111055,"Cell projection morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048858"," PLXND1  PAX6  CDKL5  MYO16  DTNBP1  NEDD4L  CDC42  CRMP1  SEMA3C  RAP1GAP  OPHN1  CHRNA3  ULK2  RAB10  ARHGAP4  EFNB1  EFNA2  MAPK1  DOK5  LAMA1  MAPK3  SYT17  NUMBL  PTN  PTPRZ1  GLI3  KANK1  EFNB3  RASAL1  DBN1  RPL24  CSPG5  DOK1  STK25  TNR  DOCK7  STMN1  NRP2  CXCR4  USP9X  CPNE5  DOK4  YWHAH  RAC2  SMO  APOE  PLXNA3  PTPRA  ATP8A2  SEMA4F  PLXNC1  ABI1  NIBAN2  KIAA0319  PPFIA2  CDH11  MINK1  ERBB2  TMEM108  EPHA5  DYNLT1  VLDLR  NFIB  NCAM1  GPM6A  ANK3  DPYSL4  GJA1  FARP1  NR4A2  SEMA3D  IMPACT  TNIK  CHODL  MOV10  DPYSL5  SHC1  SHANK1  SHANK2  PDLIM5  TTC8  MAPK7  SEMA6B  NLGN1  ROBO1  ALCAM  CDH2  NPTX1  RAPH1  BAIAP2  BDNF  CSF1R  TSKU  SLIT3  PTCH1  SLIT1  WNT7B  RELN  SEMA4A  DMD  TCTN1  DOK6"
3.81563372867933e-07,33,132,3.14167585446527,"Establishment of protein localization to endoplasmic reticulum "," http://amigo.geneontology.org/amigo/term/GO:0072599"," RPS20  RPL31  RAB10  RPS19  SEC61B  MAN1A1  RPL24  RAB3GAP1  RPS10  RPL23  RPL36  RPL27  RPL35  RPS6  RPLP1  RPS24  SRP14  RPS8  RPL32  RPL37  FAU  RPL8  RPL26  RPL29  RPL27A  RPL38  RPS27  RPL35A  RPL12  RPS4X  RPL10A  RPL39  RPL36A"
4.71842078207009e-07,197,1649,1.50129810389244,"Plasma membrane bounded cell projection organization "," http://amigo.geneontology.org/amigo/term/GO:0120036"," CFLAR  PLXND1  ZMYND10  RALA  PAX6  CDKL5  CNTN1  VIM  DNAH5  MYO16  GPM6B  DTNBP1  CC2D2A  NEDD4L  SEZ6  ACSL4  EXOC5  CNGB1  CDC42  CRMP1  SEMA3C  RAP1GAP  CAPZB  OPHN1  RFX3  CHRNA3  HSPB11  ULK2  RAB10  DYNLL1  ARHGAP4  EFNB1  PHGDH  TEKT2  IFT74  EFNA2  PALM  SNAP29  MAPK1  TTLL1  DOK5  LAMA1  CORO1A  MAPK3  SYT17  NUMBL  PTN  PTPRZ1  GLI3  KANK1  B9D1  PPP1R9B  EFNB3  FOLR1  RASAL1  RAB35  RAB23  DPYSL3  DBN1  HES1  RPL24  DOK1  STK25  MARK1  TNR  DOCK7  STMN1  NRP2  CNR1  DNAL1  CXCR4  NPY  USP9X  CPNE5  DOK4  NUP85  FGD3  YWHAH  RAC2  SMO  APOE  ATXN10  PRDM12  PLXNA3  ITGB4  PTPRA  ATP8A2  TSPAN2  EMP1  AVIL  SEMA4F  PLXNC1  ABI1  NIBAN2  KIAA0319  YAP1  FNBP1L  EXOC6  FGD4  PPFIA2  TPM1  NTRK3  CDH11  MINK1  ERBB2  EMP3  PTPRF  NPHP1  PTPRG  TMEM108  EPHA5  SFRP2  PLK2  DYNLT1  CETN2  VLDLR  NFIB  SLC39A12  NCAM1  PCDH15  KLHL1  GPM6A  RILPL2  ANK3  DPYSL4  GRID2  GJA1  FARP1  NR4A2  SEMA3D  IMPACT  TNIK  CHODL  NCAM2  MOV10  FZD1  DPYSL5  RSPH1  CFAP410  SHC1  SHANK1  TBC1D24  SHANK2  ARPC5  VANGL2  PDLIM5  ARPC2  PRKCD  INTU  TTC8  MAPK7  SEMA6B  GPRIN1  P2RY12  MINAR1  NLGN1  ROBO1  ALCAM  CDH2  S1PR1  NPTX1  PRNP  RSPH9  RAPH1  CSPG4  BAIAP2  BDNF  TMEM107  CDC42EP4  CSF1R  TSKU  SPATA13  EFHC2  SLIT3  CIB1  PRKG1  PTCH1  ARAP1  TMEM17  RTN4RL2  TMEM216  SLIT1  RILPL1  WNT7B  RELN  HMGB1  SEMA4A  MEIG1  GRIN3A  DMD  GPRIN2  TCTN1  CYS1  DOK6  DYNLT2B  LYN  GRIN2B"
5.21654788398912e-07,101,700,1.81319577886281,"Plasma membrane bounded cell projection morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0120039"," PLXND1  PAX6  CDKL5  MYO16  DTNBP1  NEDD4L  CDC42  CRMP1  SEMA3C  RAP1GAP  OPHN1  CHRNA3  ULK2  RAB10  ARHGAP4  EFNB1  EFNA2  MAPK1  DOK5  LAMA1  MAPK3  SYT17  NUMBL  PTN  PTPRZ1  GLI3  KANK1  EFNB3  RASAL1  DBN1  RPL24  DOK1  STK25  TNR  DOCK7  STMN1  NRP2  CXCR4  USP9X  CPNE5  DOK4  YWHAH  RAC2  SMO  APOE  PLXNA3  PTPRA  ATP8A2  SEMA4F  PLXNC1  ABI1  NIBAN2  KIAA0319  PPFIA2  CDH11  MINK1  ERBB2  TMEM108  EPHA5  DYNLT1  VLDLR  NFIB  NCAM1  GPM6A  ANK3  DPYSL4  GJA1  FARP1  NR4A2  SEMA3D  IMPACT  TNIK  CHODL  MOV10  DPYSL5  SHC1  SHANK1  SHANK2  PDLIM5  TTC8  MAPK7  SEMA6B  NLGN1  ROBO1  ALCAM  CDH2  NPTX1  RAPH1  BAIAP2  BDNF  CSF1R  TSKU  SLIT3  PTCH1  SLIT1  WNT7B  RELN  SEMA4A  DMD  TCTN1  DOK6"
6.10520221144931e-07,88,583,1.89686089326205,"Heart development "," http://amigo.geneontology.org/amigo/term/GO:0007507"," PLXND1  AP2B1  IGF1  SNAI2  DNAH5  CC2D2A  CALCRL  CDC42  SEMA3C  EDN1  HSPB11  SMARCD3  KCNK2  OXCT1  FKBP1A  MYH7  IFT74  PCSK5  MAPK1  PDGFB  MTHFD1  MAPK3  PTN  GLI3  SUFU  CPE  FOLR1  GLI1  RBM24  SPARC  HES1  NRP2  TEK  SOX4  SMO  TNNI3  NFATC1  FHOD3  APLNR  PDGFRA  YAP1  RBP4  FGF2  TPM1  NTRK3  ERBB2  TBX19  SFRP2  PDCD4  GJA1  PDLIM3  SORBS2  CXADR  FZD7  SHC1  VANGL2  PDLIM5  ADAMTS9  HEYL  NPY1R  NPY5R  TMEM65  SPRED1  TMEM100  DCHS1  MESP1  SMAD3  AXIN2  ROBO1  SMAD1  SGCD  S1PR1  APLN  HOPX  TCAP  SH3PXD2B  SMAD2  SOX11  FZD2  OXTR  ADAP2  SLIT3  ZFP36L1  PTCH1  PDE2A  RYR1  NRAP  NCOA6"
7.8573617348541e-07,144,1121,1.61427769150044,"Response to organonitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0010243"," CFLAR  RHBDD2  MGST1  IGF1  RRAGD  VIM  DTNBP1  ATP2B4  SREBF1  DERL2  CACNG4  ADCY2  EDN1  P2RX5  RRAGB  GSTP1  RAB10  OSBPL8  PALM  MAPK1  PNPLA3  FOXRED2  SLC8A3  GSS  TRIB3  MAP1LC3A  GLRA2  TIMP1  MAPK3  RIPK2  PTN  CAV2  SEC61B  KANK1  ERLIN1  RGS9  PPP1R9B  WFS1  FOLR1  CD81  MAN1A1  GHR  HMGCS1  SPARC  OGG1  BCHE  IGFBP5  STXBP3  FBXO2  CNR1  CCN2  NR4A3  TEK  CAT  FABP3  HPCA  CXCR4  IL1B  RPL23  PSMB2  PRKCG  PPAT  ARPP19  CD68  CDO1  APOE  PTPRA  FBXO44  ECHDC3  PDGFRA  RGS8  EDNRB  DERL1  CPEB2  TLR2  CASP1  HADH  CAPN10  PARP1  SNCA  PDGFC  GLRA3  CRHBP  HTR2C  HTR7  RGS10  HNMT  FOXO1  GJA1  HHEX  NR4A2  PID1  CACNA2D1  IMPACT  KLF10  ATP6V1C1  SST  FCSK  SHC1  PEA15  GABRB1  PRKCD  ABCA1  CYBB  VCP  FOLR2  RAB8B  GABRB3  STXBP4  HSP90B1  SRR  GRM5  ADRB2  P2RY12  WNT10B  TMED10  MGMT  P2RY6  PRNP  PDE3A  JUP  BAIAP2  JUN  AP3S1  HTR1A  GLDC  THBD  OXTR  LDOC1  ZFP36L1  GNG2  PDE2A  GCNT1  COL4A1  RYR1  HRH1  SLC30A10  BLM  ENPP1  UBE2J1  RYR3  APRT  GSTM2  LYN"
8.09849248903168e-07,105,744,1.77352669203685,"Actin cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0030036"," CFLAR  RALA  SCIN  NISCH  TYROBP  TMSB10  CAPG  GPM6B  DTNBP1  ARHGAP6  PHPT1  ELMO2  CDC42  WDR1  CAPZB  EDN1  OPHN1  FAT1  PHACTR3  ARHGAP28  EPB41L4B  PPM1F  DAAM1  CORO1A  PYCARD  TNNT1  KANK1  PPP1R9B  CRACD  ARPC3  DPYSL3  DBN1  MAD2L2  CNN3  STMN1  CCN2  TEK  FGD3  RAC2  GDPD2  GMFG  CAP1  FHOD3  PDGFRA  AVIL  AGAP2  LCP1  ABI1  FCHSD2  ARRB1  TMOD3  FGD4  DIAPH3  TPM1  NTRK3  MINK1  CAPN10  NPHP1  TMEFF2  EPHA5  ARHGAP18  DIAPH2  MSRB2  PCDH15  KLHL1  FARP1  TNIK  PDLIM3  SORBS2  TMSB4Y  CXADR  RHOC  MRAS  SHC1  SHANK1  WNT4  ARPC5  PDLIM5  ARPC2  PRKCD  TTC8  HSP90B1  SMAD3  S1PR1  PTGER4  FRMD3  TCAP  BAIAP2  PAWR  CDC42EP4  MYADM  CSF1R  ACTG1  PRKG1  CCIN  ARAP1  GMFB  S100A10  CYRIA  NRAP  NOS1AP  DMD  TMSB4X  ANG  MARCKS"
8.91830534674746e-07,141,1094,1.61965738749398,"Tube development "," http://amigo.geneontology.org/amigo/term/GO:0035295"," PLXND1  RALA  TBXA2R  PAX6  STAB1  DCN  CC2D2A  ATP2B4  CALCRL  CDC42  VASH1  SREBF1  SEMA3C  EDN1  HSPB11  PHGDH  PCSK5  MAPK1  MTHFD1  LAMA1  MAPK3  CTSH  CALB1  ITGB8  PTN  C1GALT1  PHF14  GLI3  C5  SUFU  FOLR1  GLI1  SPARC  HES1  LOXL3  IGFBP5  KDM5B  NRP2  CCN2  TEK  TGFBI  CAT  CXCR4  NPY  SOX4  IL1B  THRA  SMO  TNNI3  APOE  RAMP1  SFTPD  MYCN  APLNR  PDGFRA  COL4A2  EGLN1  EDNRB  NIBAN2  CCN3  SULF1  YAP1  RBP4  FGF2  ERBB2  SFRP2  PDGFC  PLK2  RSPO3  NFIB  SLC39A12  SLC7A11  GJA1  HHEX  DDAH1  NUS1  ANGPT1  MMP14  PKNOX1  SHC1  PLCD3  WNT4  VANGL2  ADAMTS9  HEYL  INTU  HPGD  TLR3  YWHAZ  CYBB  TTC8  DACT1  SPRED1  TMEM100  DCHS1  MAPK7  MESP1  SMAD3  STIM1  NPNT  MINAR1  ROBO1  SMAD1  CDH2  S1PR1  APLN  HOPX  SCG2  EFEMP2  CSPG4  JUP  TCAP  SMAD2  SOX11  JUN  TMEM107  MAGED1  FZD2  OXTR  CSF1R  ANXA2  CCBE1  ACTG1  CIB1  TNFAIP2  NR2F2  ZFP36L1  PTCH1  COL4A1  EIF4EBP1  WNT7B  HMGB1  SEMA4A  TCTN1  LGR4  TRIM71  ANG  TNFSF12  CEBPA  YJEFN3  CD24"
9.04916698975361e-07,195,1644,1.49057613533024,"Positive regulation of signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0009967"," TSPAN6  CFLAR  RPS20  DCN  IGF1  MARCO  CD74  BIRC3  RRAGD  TIMP2  LMO3  CDH3  FGFR3  CDC42  LMCD1  LIMS2  NLE1  EDN1  ADCYAP1R1  P2RX5  RRAGB  FKBP1A  OSBPL8  PSMD8  TIMP3  PDGFB  PSMA6  DOK5  TRIB3  RSPO4  PIM2  MAPK3  NECAB2  PYCARD  CTSH  RIPK2  BBC3  ZC3HAV1  CAV2  STX1A  PSMA2  SPIN1  KANK1  TNKS2  DHX58  RAB34  CD81  PSMD9  GLI1  LY86  GHR  HMGCR  WWC1  HES1  ACVR2B  LOXL3  DOK1  IGFBP5  STK25  NENF  CCN2  TEK  MAPK8IP1  CAT  CXCR4  ACVR2A  SOX4  DOK4  IL1B  RPL23  PSMF1  PSMB2  HCST  RAC2  SMO  ARPP19  SLC44A2  APOE  TRIM22  GRP  PUM1  PDGFRA  HAVCR2  ANKRD6  CD63  AGAP2  TXN  PSMB7  CCN3  KIAA0319  TLR2  ARRB1  SULF1  YAP1  CASP1  FGF2  BMP2K  LPAR6  NTRK3  CMTM3  MINK1  TNFRSF11A  ERBB2  VAV1  PARP1  TMEM108  SFRP2  PDGFC  RPL37  PLK2  RSPO3  DYNLT1  HTR2C  PDCD4  GJA1  HHEX  ANGPT1  SH3RF1  RHOC  FZD7  IL34  SHC1  SHANK1  RPL26  SHANK2  PEA15  CCR1  PRKCD  SHISA5  INTU  NPY5R  TLR3  FABP5  VCP  DACT1  SPRED1  DENND2B  MESP1  SMAD3  MAPRE2  PDIA3  TRIM68  KLK5  AXIN2  NPNT  ADRB2  P2RY12  CRADD  GPR183  NLGN1  ROBO1  WNT10B  CDH2  GPR27  TRIM8  P2RY6  PARP14  JUP  FGFBP3  BTC  CTBP2  SCUBE2  SMAD2  BAIAP2  NUPR1  BDNF  SOX11  MAGED1  GPC5  CSF1R  CCBE1  TNFAIP8L3  TM2D3  MAML2  FAM110C  CIB1  ARAP1  PRR5  WNT7B  FZD9  RELN  MAOA  HMGB1  SULF2  SLC30A10  PELI1  MAP3K5  SLC2A10  RASGEF1A  NOS1AP  LGR4  PPM1N  TNFSF12  LYN  CD24"
9.67195430728345e-07,69,421,2.05962597584897,"Establishment of protein localization to membrane "," http://amigo.geneontology.org/amigo/term/GO:0090150"," RPS20  RPL31  RAB10  TIMM13  PXMP4  PDCD5  BBC3  RPS19  STX1A  SEC61B  RAB34  RPL24  RAB3GAP1  SIL1  HPCA  RPS10  C16orf70  RPL23  ROMO1  YWHAH  RPL36  RPL27  YWHAQ  TIMM10  NMT1  RPL35  RPS6  RPLP1  RPS24  VPS37B  SRP14  ERBB2  RPS8  RPL32  RPL37  STOM  FAU  TIMM8B  RILPL2  ANK3  ZDHHC12  RPL8  RPL26  RPL29  YWHAZ  RAPSN  RAB8B  RPL27A  YWHAB  VPS37C  ITGAM  PRNP  RPL38  ZDHHC24  ZDHHC14  VPS37D  ZDHHC22  RPS27  AKAP5  GET1  RPL35A  CIB1  RILPL1  RPL12  RPS4X  RPL10A  RPL39  RPL36A  CD24"
1.08001278153545e-06,47,241,2.45076788647083,"Protein targeting to membrane "," http://amigo.geneontology.org/amigo/term/GO:0006612"," RPS20  RPL31  PXMP4  RPS19  SEC61B  RPL24  SIL1  HPCA  RPS10  RPL23  RPL36  RPL27  RPL35  RPS6  RPLP1  RPS24  VPS37B  SRP14  ERBB2  RPS8  RPL32  RPL37  STOM  FAU  ANK3  ZDHHC12  RPL8  RPL26  RPL29  RAB8B  RPL27A  VPS37C  ITGAM  PRNP  RPL38  ZDHHC24  ZDHHC14  VPS37D  ZDHHC22  RPS27  RPL35A  CIB1  RPL12  RPS4X  RPL10A  RPL39  RPL36A"
1.24342428853729e-06,154,1231,1.57211399378603,"Response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," CFLAR  RHBDD2  MGST1  IGF1  RRAGD  VIM  DTNBP1  ATP2B4  SREBF1  DERL2  CACNG4  ADCY2  EDN1  CHRNA3  P2RX5  RRAGB  GSTP1  RAB10  OSBPL8  PALM  MAPK1  PNPLA3  FOXRED2  SLC8A3  GSS  TRIB3  MAP1LC3A  GLRA2  TIMP1  MAPK3  RIPK2  PTN  CAV2  SEC61B  KANK1  ERLIN1  RGS9  PPP1R9B  WFS1  FOLR1  CD81  MAN1A1  GHR  HMGCS1  SPARC  OGG1  BCHE  IGFBP5  STXBP3  FBXO2  CNR1  CCN2  NR4A3  TEK  CAT  FABP3  HPCA  CXCR4  IL1B  RPL23  PSMB2  PRKCG  PPAT  ARPP19  CD68  CDO1  APOE  PTPRA  FBXO44  GSTM1  GSTM3  ECHDC3  PDGFRA  EGLN1  RGS8  EDNRB  TXN  DERL1  CPEB2  TLR2  CASP1  HADH  CAPN10  PARP1  SNCA  PDGFC  GLRA3  CRHBP  HTR2C  HTR7  RGS10  HNMT  LYPD1  FOXO1  GJA1  HHEX  NR4A2  PID1  CACNA2D1  IMPACT  KLF10  ATP6V1C1  GRIA1  SST  FCSK  SHC1  PEA15  GABRB1  PRKCD  TLR3  ABCA1  CYBB  VCP  FOLR2  RAB8B  GABRB3  STXBP4  HSP90B1  SRR  SLC3A2  GRM5  ADRB2  P2RY12  WNT10B  TMED10  MGMT  P2RY6  PRNP  PDE3A  JUP  BAIAP2  JUN  AP3S1  HTR1A  GLDC  THBD  OXTR  LDOC1  ZFP36L1  GNG2  PDE2A  GCNT1  COL4A1  RYR1  HRH1  SLC30A10  BLM  PELI1  ENPP1  UBE2J1  RYR3  APRT  GSTM2  LYN"
1.761168429637e-06,36,162,2.79260075952468,"Protein localization to endoplasmic reticulum "," http://amigo.geneontology.org/amigo/term/GO:0070972"," RPS20  RPL31  RAB10  RPS19  GRIK5  SEC61B  MAN1A1  RPL24  RAB3GAP1  RPS10  RPL23  RPL36  RPL27  RPL35  RPS6  RPLP1  RPS24  SRP14  RPS8  RPL32  RPL37  FAU  GJA1  RPL8  RPL26  RPL29  RPL27A  RPL38  RPS27  RPL35A  RPL12  RPS4X  DDRGK1  RPL10A  RPL39  RPL36A"
1.81917696540304e-06,117,872,1.68612878427723,"Regulation of cellular localization "," http://amigo.geneontology.org/amigo/term/GO:0060341"," AP2B1  BAIAP3  TYROBP  GPM6B  NEDD4L  PHPT1  ATP2B4  CDH3  PPP2R5A  CDC42  SREBF1  DERL2  GPC4  ADCYAP1R1  SAR1A  P2RX5  OXCT1  FKBP1A  NSFL1C  DYNLL1  JPH4  SH3GLB1  MAPK1  PPM1F  MLC1  NTSR1  CORO1A  MAPK3  NUTF2  NECAB2  PDCD5  BBC3  PTN  GLI3  SUFU  PPP1R9B  CD81  CPSF6  RAB23  HMGCR  WWC1  VAMP8  PCDH17  GPR68  ENY2  HPCA  IL13RA2  IL1B  YWHAH  RAC2  SMO  LGALS3  RAN  YWHAQ  APLNR  LCP1  NMT1  TXN  YAP1  PREB  ERBB2  CAPN10  PARP1  EPHA5  SNCA  CAMK2D  TERF1  STOM  SIDT2  CCT5  SLC7A11  ANK3  PID1  NUS1  JPH3  ANGPT1  MMP14  PRKCD  YWHAZ  VCP  STXBP4  YWHAB  SMAD3  PKIG  NLGN1  ITGAM  CDH2  GPR27  PKIA  TRIM8  P2RY6  PRNP  C2CD2L  JUP  RBM4  CNIH2  DPP10  BDNF  MAGED1  GPC5  AKAP5  ANXA2  GPC6  MX2  SUMO3  CIB1  ZFP36L1  NHLRC1  FZD9  PGAP1  DDRGK1  UBL5  UBE2J1  DMD  DYNLT2B  GSTM2  LYN"
1.85807991090551e-06,104,748,1.74724218644058,"Vasculature development "," http://amigo.geneontology.org/amigo/term/GO:0001944"," CFLAR  PLXND1  AP2B1  TBXA2R  PAX6  STAB1  DCN  ATP2B4  CALCRL  CDC42  VASH1  SEMA3C  EDN1  PCSK5  MAPK1  PDGFB  LAMA1  CTSH  ITGB8  PTN  C1GALT1  GLI3  C5  SUFU  B9D1  FOLR1  SPARC  HES1  ACVR2B  NRP2  CCN2  TEK  TGFBI  CXCR4  SOX4  IL1B  SMO  LOXL1  TNNI3  APOE  NFATC1  RAMP1  APLNR  PDGFRA  COL4A2  EGLN1  NIBAN2  CCN3  SULF1  YAP1  FGF2  ERBB2  SFRP2  PLK2  RSPO3  SLC39A12  PDCD4  HHEX  DDAH1  NUS1  ANGPT1  MMP14  PKNOX1  SHC1  PLCD3  WNT4  ADAMTS9  HPGD  TLR3  YWHAZ  CYBB  SPRED1  TMEM100  MAPK7  MESP1  STIM1  MINAR1  ROBO1  SMAD1  CDH2  S1PR1  APLN  SCG2  EFEMP2  CSPG4  JUP  JUN  RIC8A  ANXA2  CCBE1  ACTG1  CIB1  TNFAIP2  NR2F2  ZFP36L1  PDE2A  COL4A1  WNT7B  HMGB1  SEMA4A  SLC2A10  ANG  TNFSF12  YJEFN3"
1.98245315793168e-06,79,518,1.91654357144986,"Signal release "," http://amigo.geneontology.org/amigo/term/GO:0023061"," BAIAP3  NISCH  DTNBP1  NNAT  PHPT1  ACSL4  MAOB  SREBF1  EDN1  RFX3  CHRNA3  C1QTNF3  OXCT1  DYNLL1  LTBP4  RAPGEF4  PCSK5  SNAP29  SYTL4  SYT17  LIN7B  GRIK5  STX1A  PSMD9  SYT10  HMGCR  CSPG5  RAB3GAP1  STXBP3  KDM5B  CNR1  MYB  VAMP8  GPR68  ENY2  SOX4  IL1B  PRKCG  KCNA5  GRP  KCNMB4  NIBAN2  CCN3  RBP4  HADH  PPFIA2  TNFRSF11A  SIRT3  CAPN10  ILDR2  EPHA5  SNCA  CRHBP  CASK  HTR2C  GLUD1  SIDT2  GJA1  SYN2  UBE2Q1  ABCA1  RAB8B  STXBP4  P2RY12  NLGN1  MYRIP  GPR27  APLN  C2CD2L  CTBP2  SMAD2  SOX11  HTR1A  OXTR  PCLO  ERC2  GRIN3A  CPLX3  LYN"
1.98245315793168e-06,31,128,3.04349848401323,"Protein targeting to ER "," http://amigo.geneontology.org/amigo/term/GO:0045047"," RPS20  RPL31  RPS19  SEC61B  MAN1A1  RPL24  RPS10  RPL23  RPL36  RPL27  RPL35  RPS6  RPLP1  RPS24  SRP14  RPS8  RPL32  RPL37  FAU  RPL8  RPL26  RPL29  RPL27A  RPL38  RPS27  RPL35A  RPL12  RPS4X  RPL10A  RPL39  RPL36A"
2.36101253150236e-06,133,1034,1.61641349572101,"Regulation of anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022603"," PLXND1  AP2B1  TBXA2R  CDKL5  STAB1  DCN  NEDD4L  ATP2B4  CDC42  WDR1  VASH1  LIMS2  SEMA3C  GPC4  CAPZB  EDN1  CHRNA3  ARHGAP4  PALMD  PSMD8  PALM  COCH  DAAM1  PSMA6  CORO1A  SYT17  CTSH  ITGB8  PTN  LFNG  PSMA2  C5  KANK1  VAT1  EFNB3  PSMD9  RASAL1  SPARC  DBN1  HES1  CSPG5  STK25  TNR  MYL12B  TEK  CXCR4  CPNE5  IL1B  PSMF1  PSMB2  FGD3  YWHAH  RAC2  SMO  PLXNA3  APLNR  COL4A2  ANKRD6  SEMA4F  EGLN1  PLXNC1  NIBAN2  PSMB7  KIAA0319  SULF1  FGF2  FGD4  PPFIA2  TPM1  ERBB2  WTIP  SFRP2  PLK2  RSPO3  ARHGAP18  ZMYM3  SLC39A12  GJA1  HHEX  PID1  DDAH1  SEMA3D  TNIK  CHODL  MOV10  RHOC  FZD7  FZD1  CFAP410  SHC1  WNT4  VANGL2  PDLIM5  ARPC2  PRICKLE2  ADAMTS9  TLR3  CYBB  DACT1  SPRED1  MAPK7  MESP1  STIM1  SEMA6B  MINAR1  NLGN1  ROBO1  SMAD1  CDH2  JUP  BAIAP2  BDNF  MAGED1  PLD6  CDC42EP4  MYADM  FZD2  CSF1R  GPC6  CCBE1  ZNRF3  CIB1  BRWD1  ARAP1  RELN  HMGB1  SEMA4A  PRPF40A  AJAP1  S100A10  LGR4  TNFSF12  YJEFN3"
