"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0231556387715638,112,1034,1.39581640831295,"Regulation of anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022603"," FGR  KRIT1  HECW1  HSPB6  ABCC8  SPAG9  RHOBTB2  BRCA1  ZRANB1  PLEKHO1  HEXB  PIK3CB  FSTL4  NGEF  PSME4  RHOBTB1  MAP3K13  NTN4  EPB41L3  DDHD2  DDHD1  PPP1R16B  MCF2  FLT1  PARD6A  FBXO31  ARHGEF18  CACNG7  LIMK1  PFN1  RND2  PPARGC1A  HTATIP2  EIF4G2  NEDD9  SMOC2  VEGFA  PDCL3  TRAK2  RHOQ  BCL11A  RNF6  LIF  MKLN1  CHN1  FGF13  MAP1B  CHI3L1  EPHB2  ROCK2  SEMA6D  ANXA3  PPP3CA  PRICKLE1  WARS1  FGF7  RNF157  CELSR2  ECM1  VASH2  SYT2  CPNE9  PHLDB2  TIAM2  MTDH  FAM171A1  ADM  GAS2  CYRIB  PRKCA  FGD5  BRAF  EPB41  KALRN  BRSK1  LARP4  JAK1  FBLIM1  PSMD6  ZMYM6  CITED2  FZD6  BRWD3  PDZD8  RET  ILK  PRKCB  NDEL1  SEMA4C  MFF  MECP2  AR  KNDC1  FZD4  SPHK1  GPR4  RGMA  FES  EFNA5  POU3F2  LRRK2  PSMD12  FITM2  DNM3  ITSN2  ARC  INF2  ATP10A  SYT3  PLXNA4  CUX1  NEFL"
0.0266828043680452,46,345,1.71818353118523,"Hormone transport "," http://amigo.geneontology.org/amigo/term/GO:0009914"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  CYB5R4  GNAS  SIRT4  SLC7A8  SLCO4A1  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  LIF  VGF  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  TMF1  STXBP5L  CAMK2G  TCF7L2  ADM  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  GALR1  NKX3-1  CPLX1  IRS1  KCNS3  FZD4  EFNA5  RAB11B  KCNJ11  PIM3"
0.0281789897726562,9,29,3.99922028810355,"Neurotransmitter receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0099590"," EPS15  CACNG7  SNAP25  CACNG8  NRG1  MX1  CACNG2  DNM3  ARC"
0.0290093576085219,72,611,1.51852554310969,"Regulation of secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:1903530"," FGR  ICA1  ABCC8  NOS2  CACNA2D2  SLC4A8  SPHK2  TM7SF3  CADPS2  ACHE  GNAS  SIRT4  STX1B  FMR1  PARD6A  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  PASK  TARDBP  GIPC1  ACVR1C  PFKFB2  PNKD  LIF  NR1H2  SNAP25  ARNTL  RAB11FIP5  STXBP1  PREPL  PPP3CA  CACNA1A  TRPM2  SYT2  TMF1  STXBP5L  CPLX2  TCF7L2  ITPR1  FRMD4A  ADAM8  PRKCA  DPH3  DGKI  BRAF  KCNB1  KALRN  VSNL1  ADORA1  ADCY1  PRKCB  GALR1  NKX3-1  LGI3  CPLX1  IRS1  KCNS3  SYT12  ATP2A2  KCNA2  FES  EFNA5  HYAL3  KCNJ11  LRRK2  PIM3  SCAMP5  SYT15  SYT3"
0.0292141167944504,15,70,2.76136638940483,"Cardiac muscle cell contraction "," http://amigo.geneontology.org/amigo/term/GO:0086003"," SLC9A1  SCN1B  FGF12  KCNJ8  PIK3CA  FGF13  SCN1A  SCN2B  ATP1A1  ADORA1  KCND3  ATP2A2  SCN4B  GJC1  RYR2"
0.0295088469761599,129,1231,1.35040013519229,"Response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," ABCC8  POMT2  UQCRC1  BRCA1  DDX11  GCLM  RRM2B  HERPUD1  CACNB1  FUNDC1  GNB5  ATP2B1  TMEM38A  DDX1  SESN1  MGST2  ACHE  GNAS  SLC9A1  SORBS1  HCN2  P2RX6  FMR1  SLC39A14  ATP1A3  CPEB3  RPS6KB1  CCDC47  NFKB1  GLRB  PPARGC1A  CPT1A  CDKN1B  GPLD1  GABRG2  GOLPH3  STC2  IGFBP2  ERRFI1  AKAP7  PKD2  EIF2B2  RHOQ  BCL11A  IDE  GOT1  KCNJ8  PIK3CA  FLT3  ACVR1C  GOT2  INSIG2  MAX  TICAM1  ATF4  VGF  KCNC1  BCL2L2  LDLR  CYP2E1  UBE4B  MAP1B  PTPRE  EDEM1  SORT1  ROCK2  RNFT2  TBC1D4  ATP6V1G1  MYC  GGH  SORL1  FDX1  STAT4  TRPC3  PPP3CA  CACNA1A  COL6A1  TRPM2  RALB  GABRB2  TRIM41  ATP6V1B2  GNRH1  STAR  ADM  NGLY1  AKAP6  RANBP2  PPARGC1B  GNA14  AIFM1  MAPK13  HTR5A  APPL1  BRAF  ZBTB7B  ADCY9  ELAVL4  HCN1  ADCY1  FBN1  PRKCB  NDEL1  NNMT  IRS1  KBTBD2  SOCS5  ESRRA  LPL  UCP3  SLC38A9  AQP11  CYC1  HTR1F  YOD1  PLCB1  SLC8A1  GRIN2A  RNLS  KCNJ11  CARD9  LRRK2  NCOR2  MYO5A  RYR2  COL5A2  ATP6V1E2  NEFL"
0.0314143681115527,13,56,2.99148025518856,"ER-nucleus signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0006984"," BID  HERPUD1  ABCA7  NCK2  ARHGEF10L  CCDC47  SPRING1  INSIG2  ATF4  EIF2A  PPP1R15B  ZBTB7B  ATP2A2"
0.0315776327376435,30,197,1.96239235795267,"Regulation of cation channel activity "," http://amigo.geneontology.org/amigo/term/GO:2001257"," ABCC8  CAPN1  RASGRF1  CACNB1  GNB5  FMR1  CACNG7  SCN1B  STIM2  PPARGC1A  KCNA1  FGF12  KLHL24  AKAP7  PKD2  KCNS1  KCNC1  FGF13  EPHB2  STAC2  CACNG8  AKAP6  KCNS2  LRRC38  CACNG2  CACNB4  GRIN2A  KCNJ11  ARC  NEFL"
0.0326758670862823,58,470,1.59023369375654,"Modulation of chemical synaptic transmission "," http://amigo.geneontology.org/amigo/term/GO:0050804"," NCDN  SLC4A8  RASGRF1  MTMR2  ACHE  STX1B  ZMYND8  PLCB4  FMR1  ZDHHC2  CACNG7  CPEB3  PLCL1  AKAP7  GIPC1  PNKD  ATF4  VGF  LRRC4  AKAP12  SLC6A6  MAP1B  SNAP25  EPHB2  STXBP1  PREPL  USP8  PPP3CA  CACNA1A  CACNG8  STXBP5L  CPLX2  STAR  SLC24A2  DGKI  BRAF  KCNB1  BRSK1  ELAVL4  ADORA1  ABHD6  ZDHHC3  ADCY1  PRKCB  CACNG2  MAP1A  CA7  CPLX1  MECP2  DLGAP1  SYT12  ATP2A2  PLCB1  GRID1  GRIN2A  SYN3  LRRK2  ARC"
0.0331027872894805,26,162,2.06818388013037,"Regulation of axonogenesis "," http://amigo.geneontology.org/amigo/term/GO:0050770"," FSTL4  MAP3K13  MCF2  LIMK1  RND2  EIF4G2  VEGFA  TRAK2  BCL11A  RNF6  CHN1  FGF13  MAP1B  EPHB2  SEMA6D  TIAM2  BRAF  BRSK1  RET  ILK  NDEL1  SEMA4C  RGMA  POU3F2  PLXNA4  NEFL"
0.0335948067307649,58,471,1.58685740141311,"Regulation of trans-synaptic signaling "," http://amigo.geneontology.org/amigo/term/GO:0099177"," NCDN  SLC4A8  RASGRF1  MTMR2  ACHE  STX1B  ZMYND8  PLCB4  FMR1  ZDHHC2  CACNG7  CPEB3  PLCL1  AKAP7  GIPC1  PNKD  ATF4  VGF  LRRC4  AKAP12  SLC6A6  MAP1B  SNAP25  EPHB2  STXBP1  PREPL  USP8  PPP3CA  CACNA1A  CACNG8  STXBP5L  CPLX2  STAR  SLC24A2  DGKI  BRAF  KCNB1  BRSK1  ELAVL4  ADORA1  ABHD6  ZDHHC3  ADCY1  PRKCB  CACNG2  MAP1A  CA7  CPLX1  MECP2  DLGAP1  SYT12  ATP2A2  PLCB1  GRID1  GRIN2A  SYN3  LRRK2  ARC"
0.0340715579983579,47,361,1.67772768626812,"Protein-containing complex disassembly "," http://amigo.geneontology.org/amigo/term/GO:0032984"," CLEC16A  PHF23  DHX8  NCK2  MRPL22  ADD1  MCOLN1  SUPT16H  SH3BP1  MRPL4  NAPA  SMARCD2  MRPL27  MRPS30  MTRF1  PIK3CA  TTBK2  FGF13  MRPL34  MAP1B  MRPL35  MICAL2  VILL  CKAP2  MRPL47  MYC  MRPL15  SMARCC2  MAP1LC3B  MRRF  OXA1L  NRG1  SYNJ1  SPTBN4  UBQLN4  EIF5A2  CFL2  FRAT1  MRPL16  MAP1A  ATP2A2  MRPL48  FRAT2  MRPS11  ARID2  UVRAG  MRPL12"
0.0340715579983579,19,103,2.37709857469801,"Cellular response to ketone "," http://amigo.geneontology.org/amigo/term/GO:1901655"," SPHK2  ATP2B1  GNAS  DCPS  GOLPH3  NR3C1  ERRFI1  KLF9  TRERF1  ROCK2  MYC  FDX1  USP8  STAR  AIFM1  FBXO32  ADCY1  AR  GAS6"
0.0349160414358815,65,545,1.53690728706935,"Blood circulation "," http://amigo.geneontology.org/amigo/term/GO:0008015"," ABCC8  NOS2  CACNA2D2  GCLM  MAP2K3  ADRB1  ATG5  CACNB1  ATP2B3  ATP1B3  ATP2B1  TMEM38A  SLC9A1  CTSZ  MYLK2  ATP1A3  CACNG7  SCN1B  GLRX3  GNB3  SOD2  VEGFA  KNG1  FGF12  KCNIP3  TNNT2  KCNJ8  PIK3CA  MKKS  FGF13  CACNG6  AKAP12  ATP1A4  ROCK2  CACNG8  ATP1B1  SCN1A  GRIP2  AOPEP  ADM  SCN2B  ITPR1  ATP2B2  ACE  SPTBN4  ATP1A1  ADORA1  MECP2  AR  KCND3  ADRA1D  OLR1  KCNH6  ATP2A2  ZDHHC21  SCN4B  GPR4  KCNJ14  GJC1  SLC8A1  GAS6  RNLS  KCNJ11  RYR2  TBC1D8"
0.0349160414358815,47,362,1.67309307939998,"Amide transport "," http://amigo.geneontology.org/amigo/term/GO:0042886"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  CYB5R4  GNAS  SIRT4  CLEC4M  PLEKHA8  CPT1A  PPARD  GPLD1  PASK  SLC19A2  TARDBP  ACVR1C  PFKFB2  VGF  SNAP25  ARNTL  RAB11FIP5  SLC5A6  PPP3CA  SLC15A4  CACNA1A  TRPM2  SLC47A1  STXBP5L  CAMK2G  TCF7L2  ABCB9  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  SLC25A32  CPLX1  IRS1  SLC33A1  KCNS3  EFNA5  RAB11B  KCNJ11  PIM3"
0.0349160414358815,12,50,3.09273035613341,"Metal ion export "," http://amigo.geneontology.org/amigo/term/GO:0070839"," ATP2B3  ATP1B3  ATP2B1  SLC9A1  ATP1A3  ATP4A  ATP1A4  ATP1B1  ATP1A1  KCND3  KCNA2  SLC8A1"
0.0351508948744718,7,19,4.74761238880129,"2-oxoglutarate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006103"," L2HGDH  DLD  IDH3B  PHYH  GOT1  GOT2  OGDHL"
0.0351508948744718,20,112,2.30113865783736,"Positive regulation of ion transmembrane transporter activity "," http://amigo.geneontology.org/amigo/term/GO:0032414"," ABCC8  ATP1B3  TESC  SLC9A1  STIM2  KCNA1  AKAP7  PKD2  KCNC1  EPHB2  COX17  STAC2  ATP1B1  AKAP6  LRRC38  CACNG2  GLRX  KCNJ11  ARC  RYR2"
0.0353050500848768,126,1208,1.34410880543877,"Carbohydrate derivative metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1901135"," HS3ST1  AK2  POMT2  IDS  XYLT2  ERP44  RRM2B  HEXB  SOAT1  SPHK2  ST3GAL6  CTSA  ABCA7  FAR2  NTHL1  PDE4A  COASY  RORA  ST6GALNAC1  ITM2A  MAGI3  OVGP1  SLC9A1  DLD  AAAS  MTAP  CERK  TRIP11  ST8SIA5  STS  PRPS2  CDADC1  NUP93  MLYCD  NAGPA  BPNT2  IMPDH1  AK1  PIGL  ALDOC  NFKB1  PPARGC1A  ENO2  ST8SIA1  PPARD  GPLD1  NME5  GOLPH3  ST3GAL5  SLC25A12  TRAK2  B4GALT6  ELOVL4  RHOQ  B4GALT4  ITIH5  PFKFB2  ACSL3  TMTC4  NECAB3  ST3GAL3  CLN6  SUMF2  SULT4A1  MPP1  ACSS2  MGAT1  CHI3L1  AMPD3  EDEM1  NUDT15  CHST12  MYC  PIM1  NUP54  SLC39A8  ESYT1  ASGR1  PGD  UCK2  GALNT13  TNIP1  TCF7L2  NGLY1  MGAT5  GUCY1A2  PANK1  RANBP2  ST3GAL2  ACAN  ASGR2  ADCY9  CMPK1  EXTL2  GNPDA2  GMPS  PTX3  ABHD6  ELOVL7  ACSL6  ADCY1  PDP1  ALDH1A1  NUDT5  MUC15  UGP2  HS6ST2  PDE7B  PDP2  AQP11  PFAS  ZBTB7A  SLC35C1  PLCB1  UPP1  ADSS1  HYAL3  LRRK2  FUT11  ENTPD4  FITM2  OGDHL  GK  NT5M  GALT  HS3ST5"
0.0356126304451472,29,191,1.95657025148056,"Locomotory behavior "," http://amigo.geneontology.org/amigo/term/GO:0007626"," ADAM22  HEXB  DDHD2  MYO15A  RASD2  ABHD12  GLRB  FGF12  STRN  HOXD9  CLN6  SNAP25  MYG1  NOVA1  SCN1A  ANKH  NRG1  KALRN  SPTBN4  ELAVL4  OXR1  PBX3  MECP2  FZD4  ALDH1A3  CEND1  LRRK2  INPP5F  GIGYF2"
0.0388881324345887,44,335,1.69253900086903,"Hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046879"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  CYB5R4  GNAS  SIRT4  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  LIF  VGF  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  TMF1  STXBP5L  CAMK2G  TCF7L2  ADM  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  GALR1  NKX3-1  CPLX1  IRS1  KCNS3  FZD4  EFNA5  RAB11B  KCNJ11  PIM3"
0.0400002318124886,3,3,12.8863764838892,"Fumarate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006106"," FH  GOT1  GOT2"
0.0400002318124886,4,6,8.59091765592614,"Taurine transport "," http://amigo.geneontology.org/amigo/term/GO:0015734"," SLC6A13  SLC36A1  SLC6A6  LRRC8C"
0.0400002318124886,3,3,12.8863764838892,"Neurofilament bundle assembly "," http://amigo.geneontology.org/amigo/term/GO:0033693"," NEFH  NEFM  NEFL"
0.0400002318124886,4,6,8.59091765592614,"Alkanesulfonate transport "," http://amigo.geneontology.org/amigo/term/GO:0042918"," SLC6A13  SLC36A1  SLC6A6  LRRC8C"
0.0400002318124886,162,1624,1.28546366403328,"Generation of neurons "," http://amigo.geneontology.org/amigo/term/GO:0048699"," HECW1  ABCC8  SPAG9  NCDN  PIK3CB  FSTL4  PRDM1  RASGRF1  CDON  ANKS1A  NGEF  RORA  MAPK6  NCK2  MAP3K13  NTN4  USP33  EPB41L3  MTMR2  STX1B  NEFH  TRIP11  ZMYND8  CTSZ  SNPH  E2F1  MCF2  FMR1  FBXO31  NAPA  CACNG7  SCN1B  CDK6  LIMK1  TGFBR1  KDM4C  CPEB3  CNTNAP1  RND2  EIF4G2  KCNA1  VEGFA  PCDH12  WNT6  STRN  TRAK2  B4GALT6  SATB2  TRIM32  ONECUT2  BCL11A  SLITRK3  PIK3CA  CIT  TTC21B  ACSL3  SLC12A5  PARD6B  RNF6  ATF4  LIF  CHN1  HOXD9  FGF13  LDLR  MAP1B  SNAP25  DCLK1  EPHB2  ARNTL  BHLHE40  IL6ST  EMX1  ZFHX2  TBR1  STXBP1  MYC  SORL1  SEMA6D  ZNF365  LEF1  PPP3CA  AFG3L2  RNF157  CELSR2  VASH2  SYT2  HES6  CPNE9  IQSEC1  GABRB2  TIAM2  GNRH1  STAR  LRP12  C9orf72  CAMK2G  ADM  FEZ1  SCLT1  BEND6  PRKCA  KIF5A  AIFM1  ATP2B2  NRG1  BRAF  SYNJ1  KALRN  SPTBN4  BRSK1  IER2  ELAVL4  NEXN  PAQR3  HCN1  LMTK2  ADCY1  RET  ILK  NDEL1  MAP1A  PBX3  INSM2  GFRA2  SEMA4C  MECP2  EMB  KNDC1  FZD4  TMEM132E  RGMA  FES  PCP4  CAMK1D  GAS6  KREMEN1  EFNA5  POU3F2  CEND1  FLRT2  INPP5J  NAP1L2  NF2  NAP1L1  SECISBP2  VWC2  LRRK2  BTBD8  NIF3L1  DNM3  ITSN2  ARC  INPP5F  RORB  GIGYF2  SYT3  NCKIPSD  PLXNA4  CUX1  SRGAP2  NEFL"
0.0400002318124886,3,3,12.8863764838892,"Cellular response to hydrostatic pressure "," http://amigo.geneontology.org/amigo/term/GO:0071464"," PKD2  PIK3CA  MYC"
0.0400002318124886,15,74,2.61210334132889,"Cardiac muscle cell action potential "," http://amigo.geneontology.org/amigo/term/GO:0086001"," HCN2  SCN1B  FGF12  KCNJ8  FGF13  ATP1B1  SCN1A  SCN2B  ATP1A1  KCND3  ATP2A2  SCN4B  GJC1  SLC8A1  RYR2"
0.0400002318124886,3,3,12.8863764838892,"Postsynaptic intermediate filament cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0099185"," NEFH  INA  NEFL"
0.0400002318124886,10,38,3.39115170628663,"Protein localization to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:1903539"," ADAM22  STX1B  ZDHHC2  CACNG7  MAPK10  SNAP25  GRIP2  CACNG2  CPLX1  GRIN2A"
0.0400002318124886,13,59,2.8393710896705,"Regulation of cardiac conduction "," http://amigo.geneontology.org/amigo/term/GO:1903779"," ATP2B3  ATP1B3  ATP2B1  ATP1A3  ATP1A4  ATP1B1  ITPR1  ATP2B2  ATP1A1  ATP2A2  SLC8A1  KCNJ11  RYR2"
0.0400002318124886,3,3,12.8863764838892,"Regulation of pyruvate dehydrogenase activity "," http://amigo.geneontology.org/amigo/term/GO:1904182"," SIRT4  PDP1  PDP2"
0.0410459000490747,5,10,6.4431882419446,"Response to insecticide "," http://amigo.geneontology.org/amigo/term/GO:0017085"," SCN1B  MAP1B  CCNB1  STAR  SCN2B"
0.0424693093169054,114,1085,1.35396029415979,"Cell morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0000902"," FGR  HECW1  SPAG9  RHOBTB2  ZRANB1  PLEKHO1  CUL3  HEXB  PIK3CB  FSTL4  NGEF  RHOBTB1  MAP3K13  NTN4  USP33  CDH7  EPB41L3  ADD1  NEFH  MCF2  FBXO31  ARHGEF18  CACNG7  SCN1B  SIPA1L3  LIMK1  ATRNL1  CNTNAP1  RND2  EIF4G2  NEDD9  VEGFA  TRAK2  B4GALT6  RHOQ  BCL11A  SLITRK3  PIK3CA  PARD6B  RNF6  ATF4  MKLN1  CHN1  FGF13  MAP1B  DCLK1  EPHB2  EMX1  TBR1  STXBP1  SEMA6D  ZNF365  LEF1  PPP3CA  AFG3L2  RNF157  CELSR2  SYT2  CPNE9  TIAM2  C9orf72  FAM171A1  GAS2  FEZ1  CDH22  ADAM8  CDH12  PRKCA  FGD5  KIF5A  NRG1  BRAF  EPB41  KALRN  SPTBN4  BRSK1  LARP4  ELAVL4  FBLIM1  NEXN  LRATD1  ZMYM6  DACT2  LMTK2  ADCY1  BRWD3  PDZD8  RET  ILK  NDEL1  MAP1A  GFRA2  SEMA4C  AR  EMB  KNDC1  FZD4  RGMA  FES  EFNA5  POU3F2  FLRT2  LRRK2  LAMB3  FITM2  DNM3  ITSN2  ARC  ATP10A  SYT3  PLXNA4  CUX1  SRGAP2  NEFL"
0.0424693093169054,38,280,1.74886537995639,"Peptide secretion "," http://amigo.geneontology.org/amigo/term/GO:0002790"," ICA1  ABCC8  NOS2  CACNA2D2  TM7SF3  CYB5R4  GNAS  SIRT4  CPT1A  PPARD  GPLD1  PASK  TARDBP  ACVR1C  PFKFB2  VGF  SNAP25  ARNTL  RAB11FIP5  PPP3CA  CACNA1A  TRPM2  STXBP5L  CAMK2G  TCF7L2  ITPR1  PRKCA  KCNB1  KALRN  VSNL1  ADORA1  CPLX1  IRS1  KCNS3  EFNA5  RAB11B  KCNJ11  PIM3"
0.0424693093169054,76,670,1.46173822802325,"Regulation of secretion "," http://amigo.geneontology.org/amigo/term/GO:0051046"," FGR  ICA1  ABCC8  NOS2  CACNA2D2  SLC4A8  ATG5  SPHK2  TM7SF3  CADPS2  ACHE  GNAS  SIRT4  STX1B  FMR1  PARD6A  KCNN4  CPT1A  PPARD  GPLD1  GOLPH3  PASK  TARDBP  GIPC1  ACVR1C  PFKFB2  ACSL3  PNKD  LIF  NR1H2  SNAP25  ARNTL  RAB11FIP5  STXBP1  PREPL  PPP3CA  CACNA1A  TRPM2  SYT2  TMF1  STXBP5L  CPLX2  TCF7L2  ITPR1  FRMD4A  ADAM8  PLA2R1  PRKCA  DPH3  NRG1  DGKI  BRAF  KCNB1  KALRN  VSNL1  ADORA1  ADCY1  PRKCB  GALR1  NKX3-1  LGI3  CPLX1  IRS1  KCNS3  SYT12  ATP2A2  KCNA2  FES  EFNA5  HYAL3  KCNJ11  LRRK2  PIM3  SCAMP5  SYT15  SYT3"
0.0426260798915612,77,681,1.45704991080686,"Organophosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0090407"," AK2  NOS2  GUCA2B  RRM2B  HEXB  PIK3CB  SPHK2  COASY  DDHD2  ITPKC  MTMR2  ACHE  DLD  DDHD1  PRPS2  MLYCD  BPNT2  PLEKHA8  IMPDH1  AK1  PIP5K1B  PLEKHA1  MTMR4  PNPO  PIGL  PPARGC1A  PPARD  NUDT12  NME5  SLC25A12  ELOVL4  PIK3CA  LPGAT1  ACSL3  MOCS1  PLA2G5  ACSS2  EFR3A  IMPA1  AMPD3  MYC  UCK2  GUCY1A2  PANK1  PI4K2A  FAM126B  DGKI  SYNJ1  PDXK  AGPAT3  ADCY9  CMPK1  CDS1  GMPS  ELOVL7  ACSL6  ADCY1  PDP1  NNMT  PIP5KL1  SOCS5  PDP2  LPCAT4  PFAS  UPP1  RNLS  ADSS1  INPP5J  PIP5K1C  FITM2  GK  INPP5F  ASPDH  SACM1L  STARD10  CKMT1A  CKMT1B"
0.0431594569418085,8,26,3.96503891811975,"Response to dietary excess "," http://amigo.geneontology.org/amigo/term/GO:0002021"," ADRB1  PPARGC1A  SGIP1  ACVR1C  VGF  SORL1  SLC25A25  RMI1"
0.0431594569418085,13,60,2.79204823817599,"Ribonucleoside monophosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0009161"," AK2  MAGI3  PRPS2  IMPDH1  AK1  MPP1  AMPD3  UCK2  CMPK1  GMPS  PFAS  UPP1  ADSS1"
0.0431594569418085,43,330,1.67913390547647,"Regulation of cell morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022604"," FGR  SPAG9  RHOBTB2  ZRANB1  PLEKHO1  HEXB  RHOBTB1  MAP3K13  EPB41L3  FBXO31  ARHGEF18  CACNG7  RND2  NEDD9  VEGFA  RHOQ  BCL11A  MKLN1  RNF157  SYT2  CPNE9  FAM171A1  GAS2  FGD5  BRAF  EPB41  KALRN  LARP4  FBLIM1  ZMYM6  BRWD3  PDZD8  ILK  FZD4  FES  EFNA5  FITM2  ITSN2  ARC  ATP10A  SYT3  PLXNA4  CUX1"
0.0431594569418085,6,15,5.15455059355568,"Cellular potassium ion homeostasis "," http://amigo.geneontology.org/amigo/term/GO:0030007"," ATP1B3  ATP1A3  ATP4A  ATP1A4  ATP1B1  ATP1A1"
0.0431594569418085,6,15,5.15455059355568,"Positive regulation of fatty acid oxidation "," http://amigo.geneontology.org/amigo/term/GO:0046321"," MLYCD  PPARGC1A  CPT1A  PPARD  IRS1  ABCD2"
0.0431594569418085,39,291,1.72704014732536,"Regulation of blood circulation "," http://amigo.geneontology.org/amigo/term/GO:1903522"," CACNA2D2  ADRB1  CACNB1  ATP2B3  ATP1B3  ATP2B1  TMEM38A  SLC9A1  ATP1A3  CACNG7  SCN1B  GLRX3  KCNIP3  TNNT2  FGF13  CACNG6  ATP1A4  CACNG8  ATP1B1  ADM  SCN2B  ITPR1  ATP2B2  ACE  SPTBN4  ATP1A1  ADORA1  KCND3  ADRA1D  KCNH6  ATP2A2  ZDHHC21  SCN4B  KCNJ14  GJC1  SLC8A1  RNLS  KCNJ11  RYR2"
0.043742042859876,24,151,2.04816579876385,"Actin filament-based movement "," http://amigo.geneontology.org/amigo/term/GO:0030048"," EPDR1  SLC9A1  MYO15A  MYLK2  TNNC2  SCN1B  FGF12  TNNT2  KCNJ8  PIK3CA  WIPF3  FGF13  SCN1A  SCN2B  ATP1A1  ADORA1  MYO5B  KCND3  ATP2A2  SCN4B  GJC1  NEB  MYO5A  RYR2"
0.0438913081427018,10,39,3.30419909843313,"Protein localization to postsynapse "," http://amigo.geneontology.org/amigo/term/GO:0062237"," ADAM22  STX1B  ZDHHC2  CACNG7  MAPK10  SNAP25  GRIP2  CACNG2  CPLX1  GRIN2A"
0.0442307084340607,17,92,2.38117826332735,"Amino acid transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0003333"," SLC6A13  SLC6A7  SLC17A6  SLC7A8  SLC25A15  SLC38A1  SLC25A12  SLC36A1  SLC6A6  SLC38A2  SLC3A1  SLC15A4  SLC47A1  SFXN1  SLC38A11  LRRC8C  SLC38A9"
0.0442307084340607,23,143,2.07263397992624,"Polyol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019751"," SPHK2  INPP5A  ACER3  ITPKC  MTMR2  PLCB4  BPNT2  PLCD4  GOT1  MOGAT1  COQ3  IMPA1  GCHFR  NAAA  SYNJ1  MOGAT2  MECP2  SPHK1  PLCB1  PGP  INPP5J  ASAH2  GK"
0.0442307084340607,14,68,2.65307751138895,"Negative regulation of hormone secretion "," http://amigo.geneontology.org/amigo/term/GO:0046888"," ABCC8  SIRT4  ACVR1C  LIF  RAB11FIP5  PPP3CA  STXBP5L  KCNB1  KALRN  VSNL1  ADORA1  IRS1  KCNJ11  PIM3"
0.0442307084340607,17,92,2.38117826332735,"Regulation of neurotransmitter secretion "," http://amigo.geneontology.org/amigo/term/GO:0046928"," SLC4A8  STX1B  FMR1  GIPC1  PNKD  STXBP1  PREPL  STXBP5L  CPLX2  DGKI  BRAF  ADCY1  PRKCB  CPLX1  SYT12  ATP2A2  LRRK2"
0.0442307084340607,29,197,1.89697927935425,"Protein homooligomerization "," http://amigo.geneontology.org/amigo/term/GO:0051260"," MCOLN1  KCTD9  TNFAIP1  KCNA1  SOD2  KCNC4  PKD2  BCL11A  KCNS1  KIF25  ZBTB1  KCNC1  KCNC3  KCTD1  TRPM2  TIFA  APIP  KCNS2  KCNB1  HCN1  KCNS3  TRMT61B  KCND3  KCNA3  KCNA2  AQP11  KCTD8  ALDH1A3  ARC"
0.0442307084340607,40,302,1.70680483230321,"Protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0072659"," ANK1  GOPC  SLC9A3R2  ATP1B3  EPB41L3  TESC  SORBS1  SEC23A  GGA2  ZDHHC2  GOLPH3  KCNIP3  RHOQ  LYPLA1  ACSL3  FGF13  DPP6  EFR3A  EPHB2  ROCK2  STXBP1  PREPL  STAC2  ATP1B1  GRIP2  GPR158  FAM126B  APPL1  KCNB1  SPTBN4  ZDHHC3  PLEKHF1  AR  RAB40A  BBS1  PACS2  GAS6  KCNJ11  MYO5A  RAB40C"
